row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_MeOH_t1_modified.mzXML Peak area,NEG_MeOH_t2_modified.mzXML Peak area,NEG_MeOH_t3_modified.mzXML Peak area,NEG_MAZ_21_t1_modified.mzXML Peak area,NEG_MAZ_21_t2_modified.mzXML Peak area,NEG_MAZ_21_t3_modified.mzXML Peak area,NEG_MAZ_19_t1_modified.mzXML Peak area,NEG_MAZ_19_t2_modified.mzXML Peak area,NEG_MAZ_19_t3_modified.mzXML Peak area,NEG_MAZ_18_t1_modified.mzXML Peak area,NEG_MAZ_18_t2_modified.mzXML Peak area,NEG_MAZ_18_t3_modified.mzXML Peak area,NEG_MAZ_17_t1_modified.mzXML Peak area,NEG_MAZ_17_t2_modified.mzXML Peak area,NEG_MAZ_17_t3_modified.mzXML Peak area,NEG_MAZ_16_t1_modified.mzXML Peak area,NEG_MAZ_16_t2_modified.mzXML Peak area,NEG_MAZ_16_t3_modified.mzXML Peak area,
800,473.205981545744,8.467717,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230.4111,1147.8533,1323.9711,
801,461.23931014662986,8.475689,,,,,,,,,,,0,0,0,868.2482,868.2482,802.8851,0,0,0,0,0,0,0,0,0,0,0,0,
802,637.1239691743497,8.475689,,,,,,,,,,,0,0,0,749.4914,749.4914,755.44824,0,0,0,0,0,0,0,0,0,0,0,0,
803,633.1816259884051,8.475795,,,,,,,,,,,0,0,0,0,0,0,0,0,0,217.31566,213.1336,231.63759,0,0,0,0,0,0,
804,475.1248835194317,8.477711,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1303.1914,1065.8107,1314.5212,0,0,0,
805,191.035141109621,8.483644,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4692.9,3959.798,5121.065,0,0,0,
806,517.1720281909917,8.491461,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.00296,251.41501,285.2549,
807,361.18705737081024,8.495467,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,311.03476,280.78,313.895,0,0,0,
808,757.1981522369064,8.50261,,,,,,,,,,,0,0,0,0,0,0,0,0,0,225.40755,194.22974,205.07195,0,0,0,0,0,0,
809,189.05599196797377,8.507389,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,897.0663,813.2431,1013.2909,0,0,0,
810,577.2503912487244,8.538834,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.34615,184.04005,190.77023,
811,505.1351167783619,8.54246,,,,,,,,,,,0,0,0,844.4521,844.4521,876.51263,704.59125,608.7432,635.64795,756.6312,725.87476,725.23895,8276.262,6769.3906,8477.917,2388.5706,2185.3416,2246.6714,
812,541.1121075970117,8.542905,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,409.67807,335.71457,407.42392,0,0,0,
813,501.1767632156342,8.543522,,,,,,,,,,,0,0,0,542.0026,542.0026,584.7826,1034.1041,997.7176,932.78076,816.5565,817.0871,806.84863,0,0,0,0,0,0,
814,741.2614382523553,8.546361,,,,,,,,,,,0,0,0,365.58267,365.58267,314.1665,0,0,0,0,0,0,0,0,0,0,0,0,
815,805.2105983860891,8.562615,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.40218,184.36783,91.03427,
816,531.2445826458847,8.570106,,,,,,,,,,,0,0,0,507.1713,507.1713,550.9945,0,0,0,0,0,0,0,0,0,0,0,0,
817,627.1247955039837,8.581589,,,,,,,,,,,0,0,0,0,0,0,792.7824,725.83075,868.3992,0,0,0,0,0,0,0,0,0,
818,419.09843924645946,8.5856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,488.56454,470.4746,521.1773,0,0,0,1117.6106,1002.9744,1048.3187,
819,569.1663072349784,8.58755,,,,,,,,,,,0,0,0,0,0,0,39316.305,34078.36,41463.062,0,0,0,0,0,0,0,0,0,
820,637.1535504262109,8.58755,,,,,,,,,,,0,0,0,0,0,0,3737.6272,3446.0654,3779.653,0,0,0,0,0,0,0,0,0,
821,1139.339523809922,8.593472,,,,,,,,,,,0,0,0,0,0,0,1079.5952,418.0161,532.9929,0,0,0,0,0,0,0,0,0,
822,193.05063347075296,8.599284,,,,,,,,,,,0,0,0,0,0,0,1158.7603,961.63794,1327.5178,0,0,0,0,0,0,0,0,0,
823,375.10861066756894,8.600561,,,,,,,,,,,0,0,0,0,0,0,6939.746,5949.682,7224.1294,0,0,0,623.9352,510.09146,625.0115,0,0,0,
824,415.1974695259948,8.601695,,,,,,,,,,,0,0,0,4033.142,4033.142,4315.758,0,0,0,0,0,0,0,0,0,4439.45,4028.8264,4258.955,
825,405.16856998603924,8.604684,,,,,,,,,,,0,0,0,648.2251,648.2251,767.72894,0,0,0,0,0,0,0,0,0,714.8545,623.43384,585.8292,
826,475.1248508666149,8.607661,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1263.8126,938.65076,1283.807,0,0,0,
827,701.2086617451646,8.608895,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1329.885,1228.8793,1045.4863,0,0,0,0,0,0,
828,445.113996833097,8.620772,,,,,,,,,,,0,0,0,0,0,0,0,0,0,132.78662,133.04968,129.8505,0,0,0,0,0,0,
829,599.1768750642455,8.6241045,,,,,,,,,,,0,0,0,0,0,0,1536.9609,1458.7147,1367.049,0,0,0,3867.7754,2873.165,3714.2046,0,0,0,
830,429.2134443080859,8.631261,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,458.04117,612.5465,527.36584,0,0,0,
831,531.1867928036727,8.646339,,,,,,,,,,,0,0,0,0,0,0,490.4024,374.6328,435.1075,0,0,0,0,0,0,0,0,0,
832,769.2348168408917,8.653038,,,,,,,,,,,0,0,0,673.44995,673.44995,683.34467,0,0,0,0,0,0,0,0,0,0,0,0,
833,477.1041305473921,8.656643,,,,,,,,,,,0,0,0,0,0,0,230.65314,191.30013,231.50285,0,0,0,433.02048,455.35327,552.0857,1932.3479,1943.3213,2076.3823,
834,579.2085467705217,8.673331,,,,,,,,,,,0,0,0,400.4814,400.4814,394.36194,397.5783,371.4608,381.6202,0,0,0,0,0,0,0,0,0,
835,431.09833421106777,8.675889,,,,,,,,,,,0,0,0,0,0,0,312.14758,297.84338,342.24072,0,0,0,0,0,0,0,0,0,
836,459.2237925774716,8.678628,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,609.85834,445.6047,655.7149,0,0,0,
837,413.21849829301664,8.691617,,,,,,,,,,,0,0,0,0,0,0,0,0,0,251.67747,241.51,289.91858,0,0,0,0,0,0,
838,554.1539563307108,8.698489,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.54358,465.4083,446.17874,
839,449.14527878263425,8.725789,,,,,,,,,,,0,0,0,472.06128,472.06128,440.2166,0,0,0,0,0,0,0,0,0,812.8601,763.65625,829.0343,
840,571.1822181961135,8.725961,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9334.457,7620.6274,9884.977,0,0,0,
841,607.164096836977,8.763245,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.55206,309.10773,359.32397,
842,435.12995963915324,8.767178,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,388.4201,293.39426,414.7979,0,0,0,
843,539.1768491732524,8.769189,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3793.59,3504.192,3736.442,
844,471.18722066219516,8.776456,,,,,,,,,,,0,0,0,0,0,0,290.38495,238.47592,340.56427,0,0,0,0,0,0,0,0,0,
845,969.2440554059539,8.781761,,,,,,,,,,,0,0,0,1111.0996,1111.0996,1037.1401,0,0,0,0,0,0,0,0,0,1556.3969,1003.18787,833.70197,
846,947.2618314100101,8.783553,,,,,,,,,,,0,0,0,14872.506,14872.506,12967.23,0,0,0,763.0293,586.2355,523.31714,0,0,0,21007.998,13134.284,11991.504,
847,405.1189777140623,8.794278,,,,,,,,,,,0,0,0,0,0,0,237.1373,246.81654,248.34235,0,0,0,0,0,0,0,0,0,
848,983.2390937769028,8.794444,,,,,,,,,,,0,0,0,579.2506,579.2506,638.30035,0,0,0,0,0,0,0,0,0,0,0,0,
849,693.1651026122494,8.796528,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,337.7851,239.43486,281.80847,0,0,0,
850,615.1488764260833,8.797152,,,,,,,,,,,0,0,0,398.9935,398.9935,413.2558,0,0,0,392.15698,386.51678,341.05463,1525.3656,993.5557,1205.5146,896.2022,693.8047,649.8693,
851,625.1773459454286,8.797152,,,,,,,,,,,0,0,0,793.8483,793.8483,728.19434,0,0,0,723.05206,653.4476,603.76306,2546.7158,1729.8892,2156.4927,1582.8687,1295.4586,1249.8716,
852,579.1717242833447,8.797614,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2161.3997,1503.7474,1835.7067,1364.2471,1001.595,962.07745,
853,761.1897554817409,8.805917,,,,,,,,,,,0,0,0,0,0,0,2876.3604,2116.4536,2228.5144,0,0,0,0,0,0,0,0,0,
854,243.12369802816593,8.810384,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.28604,276.64514,310.27478,
855,315.1270489639613,8.820022,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,525.2162,380.10547,508.7951,0,0,0,
856,445.1141745156249,8.822656,,,,,,,,,,,0,0,0,0,0,0,0,0,0,179.44702,162.04866,168.12239,0,0,0,0,0,0,
857,473.1091188004528,8.822656,,,,,,,,,,,0,0,0,0,0,0,0,0,0,326.06088,356.31796,367.02856,0,0,0,0,0,0,
858,591.1357153768257,8.826156,,,,,,,,,,,0,0,0,557.6949,557.6949,497.7407,0,0,0,0,0,0,0,0,0,437.90018,274.21878,296.27222,
859,563.1767072012059,8.828139,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710.9607,1611.4183,1674.0621,
860,485.2027923757233,8.829761,,,,,,,,,,,0,0,0,0,0,0,455.22586,417.5396,405.64526,0,0,0,0,0,0,0,0,0,
861,750.1987722433486,8.835722,,,,,,,,,,,0,0,0,0,0,0,14162.322,10673.581,11596.873,0,0,0,0,0,0,0,0,0,
862,491.1192548890994,8.837756,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,315.6408,337.01114,566.7408,0,0,0,
863,690.2192288671458,8.84625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,179.4284,157.79393,138.83876,0,0,0,0,0,0,
864,447.2235902954876,8.847494,,,,,,,,,,,0,0,0,0,0,0,648.2905,625.7679,591.0928,0,0,0,0,0,0,0,0,0,
865,558.1615611474712,8.851711,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.49957,453.23785,399.5346,
866,569.1666746462515,8.861423,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3682.1765,2877.9543,3875.0105,0,0,0,
867,623.2922131489009,8.870439,,,,,,,,,,,0,0,0,647.56354,647.56354,643.0253,0,0,0,0,0,0,0,0,0,306.49545,267.54376,242.34047,
868,717.2030120088265,8.871506,,,,,,,,,,,0,0,0,402.91248,402.91248,403.5515,0,0,0,0,0,0,0,0,0,0,0,0,
869,619.1129150998794,8.883262,,,,,,,,,,,0,0,0,274.2682,274.2682,303.7351,0,0,0,0,0,0,0,0,0,0,0,0,
870,561.0887169237553,8.883458,,,,,,,,,,,0,0,0,0,0,0,0,0,0,270.97113,304.19196,288.77164,272.72012,239.64424,304.9657,0,0,0,
871,419.2289072446309,8.893661,,,,,,,,,,,0,0,0,0,0,0,0,0,0,109.77121,110.40124,136.67351,0,0,0,0,0,0,
872,453.1768592958927,8.893661,,,,,,,,,,,0,0,0,0,0,0,0,0,0,347.3929,395.16187,335.35974,0,0,0,0,0,0,
873,647.2553281005728,8.902883,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,212.9194,148.59091,214.87453,0,0,0,
874,503.11960497534216,8.906834,,,,,,,,,,,0,0,0,438.71805,438.71805,545.49243,0,0,0,0,0,0,0,0,0,0,0,0,
875,621.1820926948338,8.910806,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.0188,1219.8729,1103.1256,
876,665.1722770764471,8.911488,,,,,,,,,,,0,0,0,602.7296,602.7296,583.28864,161.41087,299.89926,125.01388,464.2044,394.9225,368.555,0,0,0,3691.1467,2992.133,3104.0198,
877,489.1044843705469,8.913722,,,,,,,,,,,0,0,0,288.64465,288.64465,299.93167,0,0,0,0,0,0,607.09326,550.5613,595.3728,0,0,0,
878,733.1593910780695,8.916711,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.48627,303.0641,305.23965,
879,505.13471487942525,8.946327,,,,,,,,,,,0,0,0,0,0,0,376.67145,381.1578,373.75577,0,0,0,0,0,0,0,0,0,
880,567.149058030934,8.96016,,,,,,,,,,,0,0,0,251.2218,251.2218,267.6249,0,0,0,0,0,0,0,0,0,0,0,0,
881,431.2286598274865,8.991708,,,,,,,,,,,0,0,0,0,0,0,314.44348,305.51013,257.94864,0,0,0,280.5811,229.61847,318.14114,0,0,0,
882,749.1905954609603,8.99364,,,,,,,,,,,0,0,0,0,0,0,456.77905,99.17573,341.71603,0,0,0,0,0,0,0,0,0,
883,685.2348629362318,9.000687,,,,,,,,,,,0,0,0,204.63513,204.63513,212.37103,0,0,0,0,0,0,0,0,0,358.55032,307.98193,308.38113,
884,639.2292934780916,9.003205,,,,,,,,,,,0,0,0,0,0,0,0,0,0,233.29828,224.0299,225.42882,0,0,0,0,0,0,
885,441.21343123329694,9.014794,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,247.26375,199.30373,313.98306,0,0,0,
886,545.1666823032048,9.023078,,,,,,,,,,,0,0,0,2512.9321,2512.9321,2611.9507,0,0,0,2101.894,2013.1857,2069.9568,0,0,0,0,0,0,
887,483.1872532344523,9.031594,,,,,,,,,,,0,0,0,441.80515,441.80515,427.87384,0,0,0,0,0,0,0,0,0,0,0,0,
888,461.2393992523551,9.0331135,,,,,,,,,,,0,0,0,964.8687,964.8687,1051.6373,0,0,0,0,0,0,1080.7845,848.90265,1330.7008,405.73248,424.87582,435.0148,
889,541.1352530870971,9.044312,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2866.829,2439.2017,3510.0264,0,0,0,
890,905.2503496466637,9.047931,,,,,,,,,,,0,0,0,716.7671,716.7671,749.02716,0,0,0,0,0,0,0,0,0,738.87537,587.0832,540.5933,
891,445.15043468481144,9.058614,,,,,,,,,,,0,0,0,398.73816,398.73816,375.66614,0,0,0,2777.5505,2711.359,2741.8425,0,0,0,0,0,0,
892,501.17686081247797,9.0622225,,,,,,,,,,,0,0,0,0,0,0,0,0,0,249.09236,225.03186,243.83627,0,0,0,0,0,0,
893,477.10362107286466,9.070339,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.57812,357.4191,408.41782,
894,395.0979396794117,9.076272,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.98843,239.09763,238.0213,
895,1103.3401106477413,9.0822,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.91232,194.73674,176.67863,
896,825.22408076373,9.084983,,,,,,,,,,,0,0,0,0,0,0,1143.5883,775.68646,886.65436,0,0,0,0,0,0,0,0,0,
897,557.1666434384864,9.096881,,,,,,,,,,,0,0,0,348.47586,348.47586,384.32376,0,0,0,1634.9718,1557.2917,1490.0785,0,0,0,0,0,0,
898,591.135125705223,9.1019,,,,,,,,,,,0,0,0,425.35196,425.35196,424.61838,0,0,0,0,0,0,0,0,0,0,0,0,
899,403.1033485164742,9.102706,,,,,,,,,,,0,0,0,0,0,0,289.59088,237.64764,238.59091,0,0,0,0,0,0,0,0,0,
900,609.1615545710039,9.103778,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1126.098,800.5886,968.4368,0,0,0,
901,431.0981847796349,9.105911,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.92496,300.81845,448.49088,
902,443.2290287814576,9.1156,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,879.9375,677.274,883.30817,0,0,0,
903,215.07137688427005,9.12965,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4822.984,4157.48,4277.0596,
904,579.1717790207008,9.132178,,,,,,,,,,,0,0,0,0,0,0,513.2102,446.0813,450.8385,0,0,0,0,0,0,0,0,0,
905,457.08102385174215,9.135478,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12657.85,11036.88,11214.169,
906,750.1992746581705,9.153072,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3253.959,2938.0745,2801.9875,
907,875.2080386847798,9.153072,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978.0468,1557.4056,1487.9838,
908,453.095886293052,9.174357,,,,,,,,,,,0,0,0,5595.3154,5595.3154,7401.4814,4730.4385,4903.6753,5624.4214,6108.917,5974.383,6773.8057,6150.3193,5951.0547,6074.0156,5262.9062,4686.46,4818.527,
909,297.07694508978915,9.189307,,,,,,,,,,,0,0,0,4954.117,4954.117,5101.7124,0,0,0,4473.0063,4687.011,4985.9365,3722.9128,3298.7075,4081.0085,3389.1802,3155.6992,3306.2373,
910,485.1065825042108,9.18968,,,,,,,,,,,0,0,0,4934.901,4934.901,5127.5303,4891.064,5036.8315,5274.832,5793.6084,5941.1533,6121.5786,5915.8433,5930.339,6218.9673,4328.0117,4436.318,4752.632,
911,463.124713224838,9.189683,,,,,,,,,,,0,0,0,58090.715,58090.715,55387.61,20890.373,18768.83,19030.416,58364.35,56769.977,55729.164,42045.164,33367.86,41392.074,36032.117,30143.2,28967.174,
912,881.2510645819842,9.189683,,,,,,,,,,,0,0,0,20266.572,20266.572,17150.97,7198.0957,4885.5513,4420.891,23937.783,18699.898,16241.618,16052.442,9902.782,11160.118,14943.221,9621.281,8273.139,
913,417.11936270224743,9.190852,,,,,,,,,,,0,0,0,123442.36,123442.36,128035.516,75021.61,73360.77,78140.086,122094.32,126829.88,129210.85,107011.67,100931.61,114804.65,95219.41,91363.48,94515.68,
914,835.2455616768891,9.190852,,,,,,,,,,,0,0,0,8172.454,8172.454,6900.3276,2696.463,1866.5457,1748.1825,9401.286,7499.4375,6912.5806,6193.953,3856.0938,4496.624,5572.3203,3739.736,3327.67,
915,553.0933459395668,9.197556,,,,,,,,,,,0,0,0,0,0,0,927.2686,989.96436,890.5264,0,0,0,973.4084,978.90137,963.81024,0,0,0,
916,475.0776983398819,9.202923,,,,,,,,,,,0,0,0,0,0,0,385.11685,419.8868,471.2531,0,0,0,0,0,0,0,0,0,
917,871.2221148941459,9.212145,,,,,,,,,,,0,0,0,0,0,0,2250.6184,1698.1564,1880.8663,3256.4353,2637.5732,2642.2856,0,0,0,0,0,0,
918,480.1148642937105,9.226512,,,,,,,,,,,0,0,0,0,0,0,508.88074,569.3942,1006.1258,0,0,0,0,0,0,0,0,0,
919,513.1402299285813,9.241089,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864.5199,1692.8795,1764.6879,
920,875.3342296807482,9.262578,,,,,,,,,,,0,0,0,0,0,0,0,0,0,810.46234,573.88934,548.5339,0,0,0,0,0,0,
921,413.2182732562526,9.276931,,,,,,,,,,,0,0,0,0,0,0,313.9528,293.99615,261.94766,734.8529,724.9737,661.0384,0,0,0,0,0,0,
922,717.2037012384548,9.283647,,,,,,,,,,,0,0,0,1497.7699,1497.7699,1433.4667,0,0,0,0,0,0,0,0,0,3725.7834,3018.5151,3038.1394,
923,947.2610789255186,9.291284,,,,,,,,,,,0,0,0,0,0,0,1422.5198,768.556,758.5777,0,0,0,0,0,0,0,0,0,
924,415.2338203582555,9.292122,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1051.053,1110.8257,997.509,0,0,0,0,0,0,
925,971.2603999685539,9.297217,,,,,,,,,,,0,0,0,0,0,0,627.998,185.55254,345.10278,0,0,0,0,0,0,0,0,0,
926,443.2288340793261,9.31025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,512.894,501.30243,560.39325,0,0,0,
927,621.1826678709787,9.31231,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.5119,666.59717,674.5918,
928,501.1764690221721,9.316527,,,,,,,,,,,0,0,0,0,0,0,384.6995,410.88638,403.3227,0,0,0,0,0,0,2378.9058,2111.2256,2234.473,
929,665.1722460370852,9.320192,,,,,,,,,,,0,0,0,874.72675,874.72675,751.95184,285.63123,254.96335,217.2811,494.05588,464.26837,440.8689,0,0,0,5929.802,4750.613,4491.8286,
930,609.1616574579147,9.351566,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,289.9156,219.64137,333.8168,0,0,0,
931,423.03952329939915,9.361966,,,,,,,,,,,0,0,0,3133.9155,3133.9155,3343.8804,0,0,0,0,0,0,0,0,0,0,0,0,
932,445.2440643272701,9.375139,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,423.1915,341.4063,467.12445,0,0,0,
933,527.1189518967047,9.377158,,,,,,,,,,,0,0,0,679.1638,679.1638,757.8207,0,0,0,337.08087,315.5375,278.6394,0,0,0,0,0,0,
934,577.1329772270642,9.377189,,,,,,,,,,,0,0,0,3039.0667,3039.0667,3170.962,0,0,0,1015.35297,1012.54913,1026.2922,0,0,0,2329.8848,2279.0735,2370.705,
935,1111.30882062884,9.377295,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.6743,250.39801,205.26717,
936,613.109663487609,9.38035,,,,,,,,,,,0,0,0,0,0,0,0,0,0,172.07455,147.16121,162.02728,0,0,0,0,0,0,
937,555.1509151399285,9.381166,,,,,,,,,,,0,0,0,55483.324,55483.324,59025.33,0,0,0,13261.266,12865.065,12845.306,0,0,0,37360.605,35718.105,37344.664,
938,645.120546037899,9.385113,,,,,,,,,,,0,0,0,576.2126,576.2126,564.9266,0,0,0,260.98602,223.06065,185.11124,0,0,0,448.23758,465.71356,480.01285,
939,761.1899353225272,9.406934,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.3918,274.75394,295.30032,
940,541.1351101454544,9.415883,,,,,,,,,,,0,0,0,0,0,0,0,0,0,197.72824,182.45471,203.55515,0,0,0,0,0,0,
941,461.1448940389246,9.436572,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2858.3992,2603.55,2637.648,
942,546.1463503088661,9.439144,,,,,,,,,,,0,0,0,0,0,0,737.9035,671.31647,677.4854,0,0,0,0,0,0,0,0,0,
943,591.1295824232469,9.445161,,,,,,,,,,,0,0,0,0,0,0,139.90265,116.76252,130.44644,0,0,0,0,0,0,0,0,0,
944,623.1746924907111,9.4521,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3351.297,3279.4548,3279.695,0,0,0,
945,685.1450682914405,9.4521,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,441.83047,417.6872,363.1676,0,0,0,
946,691.1621742551982,9.458005,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,438.23633,454.53278,406.72052,0,0,0,
947,591.163782271683,9.463922,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1053.0308,926.93066,924.86633,0,0,0,
948,1111.3818851591454,9.46989,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3199.194,1359.1235,1457.0575,0,0,0,
949,429.17989664978126,9.47215,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.8893,469.50455,476.51337,
950,555.1873815347859,9.475818,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,65691.35,61787.97,69510.17,0,0,0,
951,463.2550236710076,9.480572,,,,,,,,,,,0,0,0,0,0,0,231.87468,210.29625,232.78178,0,0,0,0,0,0,0,0,0,
952,749.1916922949677,9.480572,,,,,,,,,,,0,0,0,0,0,0,157.11678,126.32999,174.01907,0,0,0,0,0,0,0,0,0,
953,713.2669751084242,9.484089,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.40732,198.7789,218.10338,
954,315.12737648658685,9.499461,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,664.086,508.30203,635.9892,0,0,0,
955,477.13988154490636,9.501828,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.0807,492.79523,558.48444,
956,507.15014602107004,9.539268,,,,,,,,,,,0,0,0,0,0,0,2263.9968,2127.328,2035.0614,0,0,0,0,0,0,0,0,0,
957,547.1819796027595,9.548878,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355.8137,1939.4192,1777.3506,
958,485.10649678144017,9.554535,,,,,,,,,,,0,0,0,4018.1243,4018.1243,4242.718,4531.3003,4580.3755,4883.2637,4659.2305,4928.431,4970.077,3485.5754,3720.3215,3588.2004,3411.4302,3472.7087,3704.1543,
959,463.12466810536137,9.554556,,,,,,,,,,,0,0,0,79526.69,79526.69,77462.91,36964.406,33974.72,35579.645,78798.44,79960.85,79836.46,66857.44,57940.023,64990.457,54500.11,48072.637,47636.477,
960,835.2454265316538,9.555719,,,,,,,,,,,0,0,0,19120.832,19120.832,15636.896,6799.312,4572.8774,4199.3516,22095.727,17711.61,16115.33,18386.406,11217.523,12072.391,13914.815,9051.339,8008.2876,
961,297.0769419641768,9.556861,,,,,,,,,,,0,0,0,4211.2544,4211.2544,4423.892,0,0,0,3447.7256,4470.7275,4523.0825,3840.2644,3404.491,5715.6816,2809.7437,2725.9216,2874.7886,
962,417.1193333879041,9.558074,,,,,,,,,,,0,0,0,123671.26,123671.26,127052.77,78087.26,75510.664,79849.93,122508.055,128499.58,129789.34,118940.98,113748.4,125595.33,97644.62,93653.49,96895.38,
963,881.2510127535182,9.558106,,,,,,,,,,,0,0,0,11769.812,11769.812,9203.497,4423.3486,2914.5056,2698.3652,13964.872,10642.136,9422.638,11732.901,7133.8447,7268.9595,9044.983,5801.537,4883.5186,
964,480.11436741953327,9.574695,,,,,,,,,,,0,0,0,0,0,0,649.7009,1180.094,1583.5017,0,0,0,0,0,0,0,0,0,
965,453.095780536999,9.578081,,,,,,,,,,,0,0,0,10832.536,10832.536,13709.681,10104.816,9760.239,11398.338,12075.429,11645.666,12889.068,11886.42,11206.795,11535.745,9652.251,9325.181,9247.14,
966,567.1509606138972,9.587784,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4187.451,3815.901,4511.636,0,0,0,
967,701.2087460872905,9.592606,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1545.04,1467.7963,1478.6688,0,0,0,0,0,0,
968,995.2829058686408,9.625595,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470.2361,945.633,833.683,
969,971.298785254921,9.628944,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1098.0648,477.89066,597.70514,0,0,0,
970,553.1717673513904,9.652627,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,39045.355,32850.004,40137.31,0,0,0,
971,1107.3520962564828,9.652627,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,787.39484,279.43256,357.89355,0,0,0,
972,253.05057216785588,9.660816,,,,,,,,,,,0,0,0,0,0,0,0,0,0,429.21402,368.65475,406.3874,0,0,0,3495.3245,3516.1504,3753.456,
