row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_MeOH_t1_modified.mzXML Peak area,POS_MeOH_t2 _modified.mzXML Peak area,POS_MeOH_t3_modified.mzXML Peak area,POS_MAZ_21_t1_modified.mzXML Peak area,POS_MAZ_21_t2_modified.mzXML Peak area,POS_MAZ_21_t3_modified.mzXML Peak area,POS_MAZ_19_t1_modified.mzXML Peak area,POS_MAZ_19_t2_modified.mzXML Peak area,POS_MAZ_19_t3_modified.mzXML Peak area,POS_MAZ_18_t1_modified.mzXML Peak area,POS_MAZ_18_t2_modified.mzXML Peak area,POS_MAZ_18_t3_modified.mzXML Peak area,POS_MAZ_17_t1_modified.mzXML Peak area,POS_MAZ_17_t2_modified.mzXML Peak area,POS_MAZ_17_t3_modified.mzXML Peak area,POS_MAZ_16_t1_modified.mzXML Peak area,POS_MAZ_16_t2_modified.mzXML Peak area,POS_MAZ_16_t3_modified.mzXML Peak area,
331,256.851051680333,5.438531,,,,,,,,,,,0,0,0,1741.5557,1777.4247,1689.4596,1545.855,1665.9071,1915.2146,2211.5933,1917.9098,1934.8398,1727.0402,2134.2314,2028.4038,2030.5654,1702.8573,1517.5496,
332,165.05468958991068,5.4412827,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3462.6335,3968.1846,3615.6426,0,0,0,344.94012,332.84372,344.2648,
333,147.04411566964012,5.4665203,,,,,,,,,,,0,0,0,892.1272,802.3574,851.5246,0,0,0,2457.9692,2903.0298,2713.2507,0,0,0,11754.518,11498.696,11459.754,
334,409.1109468589888,5.4682693,,,,,,,,,,,0,0,0,0,0,0,1255.0045,1184.8284,1102.4126,907.36676,907.0612,790.4704,0,0,0,0,0,0,
335,227.55488143324988,5.471061,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698.24097,832.41797,940.7207,
336,361.0893525247704,5.4710555,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729.4778,2877.543,2900.0518,
337,207.06532575664107,5.471142,,,,,,,,,,,0,0,0,0,0,0,1267.5593,1312.5127,1160.2935,380.89728,373.51913,391.60242,0,0,0,0,0,0,
338,225.07587200548735,5.47359,,,,,,,,,,,0,0,0,291.19534,307.51407,274.5417,2377.3835,2243.2456,2211.8418,698.65045,682.5097,787.6723,583.2334,541.03156,557.1987,968.097,972.2675,910.0941,
339,339.1075896349812,5.476381,,,,,,,,,,,0,0,0,458.28104,449.51544,410.20895,0,0,0,0,0,0,0,0,0,9847.751,9739.392,9361.204,
340,218.54971698009174,5.4769387,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.0804,827.5319,831.9927,
341,358.081257609797,5.4769387,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.5182,684.95465,793.4771,
342,404.155537256089,5.4876885,,,,,,,,,,,0,0,0,0,0,0,0,0,0,599.6443,477.14337,531.1619,0,0,0,0,0,0,
343,331.0483833666204,5.499239,,,,,,,,,,,0,0,0,885.8269,843.8998,793.30005,0,0,0,0,0,0,0,0,0,0,0,0,
344,277.6405994385689,5.4994607,,,,,,,,,,,0,0,0,0,0,0,0,0,0,226.30957,229.90689,260.949,0,0,0,0,0,0,
345,353.0304684326566,5.5050774,,,,,,,,,,,0,0,0,213.54173,183.80206,211.38617,0,0,0,0,0,0,0,0,0,0,0,0,
346,352.1604094572665,5.5423107,,,,,,,,,,,0,0,0,0,0,0,330.2381,257.19318,366.48947,0,0,0,0,0,0,0,0,0,
347,355.1023027341526,5.566761,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2730.4524,2557.2742,3145.1936,0,0,0,
348,463.123859590604,5.5824223,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.27936,447.65262,431.47812,
349,397.149555654218,5.598511,,,,,,,,,,,0,0,0,0,0,0,189.52391,145.12509,166.93706,0,0,0,310.4455,293.5358,401.2513,0,0,0,
350,282.118538090378,5.6057167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.2791,518.57825,731.6769,
351,247.0813826099987,5.611467,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.70602,713.7476,1028.1674,
352,287.07390036286387,5.611522,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.78815,1119.2369,1665.3013,
353,353.1233048289853,5.6161637,,,,,,,,,,,0,0,0,0,0,0,201.74304,206.23083,176.84933,0,0,0,1097.2411,1157.5206,1471.8502,0,0,0,
354,387.2013515187835,5.616722,,,,,,,,,,,0,0,0,3645.9785,3515.8718,3256.9229,0,0,0,0,0,0,0,0,0,6872.699,6072.214,6123.123,
355,223.13285414246843,5.6193833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,496.52304,469.75287,500.16214,0,0,0,
356,795.3772375915787,5.622561,,,,,,,,,,,0,0,0,414.64847,322.47946,288.7157,0,0,0,0,0,0,0,0,0,676.25793,525.69794,560.0855,
357,404.2281006060844,5.643696,,,,,,,,,,,0,0,0,1153.1908,1020.7572,893.6416,342.55978,261.43185,338.8175,252.76155,201.87747,231.05385,0,0,0,1459.2998,1093.3496,1038.0452,
358,207.1380585325962,5.649354,,,,,,,,,,,0,0,0,6460.5947,5908.139,6042.788,912.78143,861.2236,882.1513,877.6061,951.26117,869.4971,755.9388,684.9764,977.4346,9203.0205,8287.028,8417.389,
359,225.14864970085972,5.649354,,,,,,,,,,,0,0,0,4630.39,4600.481,4245.3203,916.7404,844.46686,1268.5715,697.5042,716.0055,645.6526,1113.8138,975.6682,1274.5496,6132.491,5886.2065,5884.775,
360,409.1833549161818,5.649368,,,,,,,,,,,0,0,0,3057.723,2996.5823,2937.5999,1055.1107,1000.2674,977.92035,942.4388,928.1696,914.58704,638.4204,561.87756,691.4894,3506.4644,3403.688,3501.646,
361,222.08337863629762,5.655412,,,,,,,,,,,0,0,0,788.8188,811.06305,938.60034,428.16028,401.9809,402.30292,331.34897,399.0669,411.23215,0,0,0,1084.3802,1104.1466,1268.2788,
362,189.127480053099,5.670447,,,,,,,,,,,0,0,0,1463.6271,1365.342,1262.3912,1454.8116,1306.7665,1292.5,964.82855,1034.9816,919.33234,878.73206,911.9859,959.6185,1680.0709,1623.5137,1531.4335,
363,209.04426156506383,5.7072167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,407.51324,419.79547,490.27786,0,0,0,
364,177.05451897065083,5.7114334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.79933,198.49615,214.26598,
365,359.1702617917883,5.7205415,,,,,,,,,,,0,0,0,0,0,0,0,0,0,335.6916,320.57526,319.46924,367.268,334.11926,378.219,0,0,0,
366,437.1440484934203,5.7215004,,,,,,,,,,,0,0,0,502.50327,399.70895,444.91757,0,0,0,0,0,0,0,0,0,0,0,0,
367,337.0916573980287,5.7215724,,,,,,,,,,,0,0,0,405.925,368.4647,402.99368,0,0,0,0,0,0,0,0,0,0,0,0,
368,345.11544464165496,5.742472,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1041.1829,1079.9253,1277.4357,0,0,0,
369,340.16031889124264,5.7449207,,,,,,,,,,,0,0,0,0,0,0,0,0,0,862.77875,740.6958,697.2348,1569.3986,1051.4788,1271.4447,674.1149,462.41724,469.55524,
370,231.05007233498756,5.7449336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,672.09094,743.18805,669.2915,1164.8077,1092.9761,1377.9999,553.3432,578.4807,523.14185,
371,390.1399405888835,5.7475224,,,,,,,,,,,0,0,0,0,0,0,259.40692,253.42345,260.42285,0,0,0,0,0,0,0,0,0,
372,404.15549323758114,5.754953,,,,,,,,,,,0,0,0,0,0,0,0,0,0,347.27463,277.9608,300.89813,0,0,0,538.2869,393.78598,380.17816,
373,197.0808544507662,5.7566724,,,,,,,,,,,0,0,0,0,0,0,660.46857,665.3825,624.45184,0,0,0,756.71063,738.6062,845.0315,0,0,0,
374,225.07599256121796,5.7574353,,,,,,,,,,,0,0,0,562.8674,573.8069,578.4195,0,0,0,428.596,426.40344,539.17926,0,0,0,602.89465,630.2376,577.5001,
375,409.11061414192966,5.7594237,,,,,,,,,,,0,0,0,415.33777,369.61993,422.19318,0,0,0,350.81635,321.86353,305.4151,0,0,0,451.4653,447.34375,459.69022,
376,256.85103416180004,5.7688737,,,,,,,,,,,0,0,0,1864.6049,2003.5297,1933.0612,1898.0537,1802.7725,2253.131,2421.0662,2247.0896,2122.488,2143.1392,2360.9888,2395.2715,2250.964,2012.0028,1973.7747,
377,177.08861602680773,5.789305,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,833.1479,656.3501,900.20776,0,0,0,
378,193.0860350837087,5.8003926,,,,,,,,,,,0,0,0,2118.5332,1979.7017,1983.0497,1801.8676,1757.2653,1508.1403,408.2943,421.67862,435.43018,0,0,0,548.39954,504.85968,439.9694,
379,390.17594523925067,5.8017745,,,,,,,,,,,0,0,0,281.77734,253.11911,224.54979,288.28464,237.1215,240.8861,0,0,0,0,0,0,0,0,0,
380,161.0596759792655,5.803228,,,,,,,,,,,0,0,0,423.2688,428.37427,383.65683,0,0,0,0,0,0,0,0,0,0,0,0,
381,245.13622938077796,5.8090057,,,,,,,,,,,0,0,0,247.71666,261.71976,282.09906,0,0,0,0,0,0,0,0,0,0,0,0,
382,207.06534443431485,5.8096976,,,,,,,,,,,0,0,0,327.7368,274.9933,272.65137,0,0,0,312.81778,606.32104,231.74408,0,0,0,0,0,0,
383,240.18072958262982,5.811065,,,,,,,,,,,0,0,0,464.18243,361.55734,299.78894,406.48874,306.46786,264.62268,428.85406,243.65997,150.72174,507.43686,243.44077,301.44098,0,0,0,
384,137.09598078847804,5.8129497,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1319.6122,1022.07697,1284.9941,0,0,0,
385,579.1685292513401,5.8219166,,,,,,,,,,,0,0,0,0,0,0,0,0,0,281.5932,308.49194,294.77267,0,0,0,0,0,0,
386,215.07031014627339,5.8286376,,,,,,,,,,,0,0,0,267.88348,299.91983,284.54318,222.96135,159.91727,194.63431,521.019,502.29053,589.0613,554.5977,482.36447,612.4077,0,0,0,
387,427.1934983369411,5.830667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,377.27905,295.8194,410.14685,0,0,0,
388,207.1378347254787,5.836639,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,405.8055,363.92136,563.1576,0,0,0,
389,583.1654812070974,5.8379884,,,,,,,,,,,0,0,0,274.26068,271.97955,275.7557,0,0,0,0,0,0,0,0,0,0,0,0,
390,357.15149163738806,5.8484054,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,283.98853,220.20428,282.88022,0,0,0,
391,508.21752884600664,5.855461,,,,,,,,,,,0,0,0,784.7729,683.6497,740.6778,0,0,0,0,0,0,0,0,0,0,0,0,
392,254.61307149239167,5.868019,,,,,,,,,,,0,0,0,1225.0555,1167.9244,1035.6089,0,0,0,181.1456,186.41492,197.04459,0,0,0,0,0,0,
393,611.1607399026245,5.8828416,,,,,,,,,,,0,0,0,0,0,0,388.6546,403.79688,359.3015,0,0,0,1369.6531,1494.1642,1817.4291,0,0,0,
394,369.1180875143841,5.900192,,,,,,,,,,,0,0,0,709.78485,699.15643,617.625,0,0,0,720.8726,801.0913,726.3692,0,0,0,0,0,0,
395,409.1494956752423,5.909586,,,,,,,,,,,0,0,0,3029.526,3052.295,3014.234,0,0,0,824.43744,902.6171,809.9988,0,0,0,228.95744,213.68546,233.813,
396,431.1311382367233,5.9138665,,,,,,,,,,,0,0,0,345.49625,379.41205,357.10745,0,0,0,0,0,0,0,0,0,0,0,0,
397,396.1864863310644,5.9178615,,,,,,,,,,,0,0,0,0,0,0,194.85072,152.85971,191.63931,0,0,0,0,0,0,0,0,0,
398,401.1424268323755,5.9178615,,,,,,,,,,,0,0,0,0,0,0,233.46863,204.96501,233.038,0,0,0,0,0,0,0,0,0,
399,130.12252621678346,5.947939,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1266.69,940.85516,1222.1163,0,0,0,
400,294.17386266555803,5.9637775,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.9773,206.24062,161.07835,
401,633.1422301278141,5.971317,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,274.09372,307.41284,350.16272,0,0,0,
402,325.05766473673754,5.9771557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,326.6513,460.92853,532.5465,0,0,0,
403,413.14422281529454,5.98725,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.4381,120.72599,128.7562,
404,353.1573525853083,5.9879556,,,,,,,,,,,0,0,0,0,0,0,324.5274,232.7681,313.72522,0,0,0,0,0,0,0,0,0,
405,263.1278051712921,5.9960113,,,,,,,,,,,0,0,0,832.97003,833.12244,778.1646,0,0,0,0,0,0,0,0,0,0,0,0,
406,303.1203747901332,5.9960113,,,,,,,,,,,0,0,0,319.6368,293.25595,275.72772,0,0,0,0,0,0,0,0,0,0,0,0,
407,305.14577936819,6.003744,,,,,,,,,,,0,0,0,0,0,0,0,0,0,173.97044,181.8318,176.07213,0,0,0,0,0,0,
408,421.1492907429661,6.0258074,,,,,,,,,,,0,0,0,241.16818,252.39148,308.13318,0,0,0,0,0,0,209.22382,182.46666,273.80615,279.5868,364.12762,402.50854,
409,379.1023295528571,6.036967,,,,,,,,,,,0,0,0,604.43774,605.565,583.4032,0,0,0,0,0,0,0,0,0,0,0,0,
410,397.11276952523366,6.037089,,,,,,,,,,,0,0,0,270.7311,263.6108,233.77478,0,0,0,0,0,0,0,0,0,0,0,0,
411,135.1171048103221,6.0756555,,,,,,,,,,,0,0,0,0,0,0,590.814,492.63068,536.861,0,0,0,0,0,0,0,0,0,
412,355.1731907141785,6.0756555,,,,,,,,,,,0,0,0,0,0,0,529.01935,414.22168,491.31763,0,0,0,0,0,0,0,0,0,
413,569.1502552750336,6.0763803,,,,,,,,,,,0,0,0,420.31775,525.5235,607.56335,0,0,0,0,0,0,0,0,0,794.65906,993.5535,1013.3892,
414,242.5605251266965,6.081539,,,,,,,,,,,0,0,0,0,0,0,727.9428,809.40234,890.27045,0,0,0,0,0,0,0,0,0,
415,189.11185009653687,6.0939775,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,459.12292,418.79654,531.8272,0,0,0,
416,357.1518293813383,6.0997887,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,337.49963,284.55707,410.24863,0,0,0,
417,233.5552372486039,6.1109333,,,,,,,,,,,0,0,0,0,0,0,448.89972,462.8734,460.82193,0,0,0,0,0,0,0,0,0,
418,529.1006333830338,6.123289,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,805.78,409.42944,523.4396,0,0,0,
419,369.11801529610875,6.1244273,,,,,,,,,,,0,0,0,403.83945,359.9191,370.2278,7850.3643,7844.312,7029.969,0,0,0,1913.127,1577.5114,1995.1953,549.0184,543.6007,583.9963,
420,209.15396142733985,6.128534,,,,,,,,,,,0,0,0,0,0,0,404.9943,424.97598,409.9655,0,0,0,0,0,0,0,0,0,
421,546.1271332478782,6.129167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,183.82481,244.32759,165.48831,0,0,0,
422,391.09988033565975,6.143581,,,,,,,,,,,0,0,0,0,0,0,2685.687,2783.7847,2647.3293,0,0,0,793.37335,745.4915,482.20016,0,0,0,
423,177.05459489387144,6.1479125,,,,,,,,,,,0,0,0,464.24933,509.9323,508.0352,5915.276,6032.7534,5408.454,0,0,0,649.57135,611.275,722.74097,725.3572,711.1447,668.69653,
424,524.1763019147508,6.162817,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.42874,285.78842,240.70668,
425,133.12248776418537,6.1931,,,,,,,,,,,0,0,0,0,0,0,624.54584,490.52176,589.295,0,0,0,0,0,0,0,0,0,
426,403.15764613426785,6.1931,,,,,,,,,,,0,0,0,0,0,0,1000.03314,848.301,1030.9971,0,0,0,0,0,0,0,0,0,
427,381.1757741369554,6.193161,,,,,,,,,,,0,0,0,0,0,0,2213.1003,1623.16,2015.3075,0,0,0,0,0,0,0,0,0,
428,398.2023403973812,6.193161,,,,,,,,,,,0,0,0,0,0,0,415.55255,282.53198,373.8119,0,0,0,0,0,0,0,0,0,
429,207.06513308261398,6.205628,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,430.26968,310.6986,413.83624,0,0,0,
430,269.105590036932,6.21805,,,,,,,,,,,0,0,0,418.84976,375.12955,372.78357,0,0,0,0,0,0,0,0,0,0,0,0,
431,507.1497326575657,6.2230387,,,,,,,,,,,0,0,0,0,0,0,343.38,311.32355,286.27823,0,0,0,1165.516,1043.3813,1160.4836,1576.9531,1413.7408,1431.8,
432,171.13787759397087,6.2237887,,,,,,,,,,,0,0,0,486.44797,436.16086,403.44073,0,0,0,0,0,0,0,0,0,0,0,0,
433,583.1655795174543,6.2237887,,,,,,,,,,,0,0,0,239.874,286.60968,247.8649,0,0,0,0,0,0,0,0,0,0,0,0,
434,247.1305261113954,6.2315974,,,,,,,,,,,0,0,0,646.09534,641.6356,637.84174,0,0,0,0,0,0,0,0,0,824.60565,834.627,769.3338,
435,595.1652230588603,6.2348003,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1475.5791,1368.46,1761.0262,0,0,0,
436,207.13800341245076,6.2404,,,,,,,,,,,0,0,0,2547.4075,2313.3977,2194.7861,0,0,0,0,0,0,0,0,0,3794.4573,3461.4644,3317.0466,
437,352.16069270640054,6.2732334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,314.99466,247.6884,293.5962,0,0,0,0,0,0,
438,193.0858107016085,6.276422,,,,,,,,,,,0,0,0,643.43427,585.3354,588.00305,0,0,0,0,0,0,0,0,0,0,0,0,
439,356.1339170451008,6.2938,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1197.6823,843.64545,1003.4388,384.8031,307.84003,335.9115,
440,339.1073911006167,6.2938275,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5580.7134,5046.9565,5963.5234,2177.7417,2000.5117,1924.8442,
441,699.1895172291917,6.2955837,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,418.3391,372.3544,561.9772,0,0,0,
442,227.55488565440066,6.296719,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,796.54755,947.3435,1160.5322,305.94824,369.6719,412.6385,
443,147.0441108336571,6.2973075,,,,,,,,,,,0,0,0,0,0,0,1011.1769,1023.6817,999.3728,0,0,0,8152.7812,7985.0815,9197.808,3183.6108,2906.6582,3090.3152,
444,361.08937769708075,6.297337,,,,,,,,,,,0,0,0,0,0,0,437.92,410.6667,431.85977,0,0,0,2524.625,2813.2705,3035.15,1063.5911,1091.6719,1114.1373,
445,305.8258147108248,6.314608,,,,,,,,,,,0,0,0,0,0,0,1323.0293,1135.6283,1257.1656,0,0,0,792.3993,754.93634,848.6522,0,0,0,
446,351.1075415649918,6.3219166,,,,,,,,,,,0,0,0,0,0,0,233.23524,253.42906,247.16977,0,0,0,0,0,0,0,0,0,
447,404.1559319927919,6.3219166,,,,,,,,,,,0,0,0,0,0,0,428.62146,340.3416,305.4703,0,0,0,0,0,0,0,0,0,
448,409.1111328288489,6.3219166,,,,,,,,,,,0,0,0,0,0,0,377.17264,356.32935,316.54944,0,0,0,0,0,0,0,0,0,
449,463.1237930999758,6.3385773,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.332,384.77408,342.8171,
450,409.18345874763713,6.3556247,,,,,,,,,,,0,0,0,0,0,0,495.20972,510.6299,442.72745,0,0,0,338.19025,262.94223,445.8196,0,0,0,
451,193.158890317628,6.361344,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1026.1699,1056.3313,1028.5544,0,0,0,0,0,0,
452,408.2592216955539,6.361344,,,,,,,,,,,0,0,0,0,0,0,0,0,0,411.9346,336.04523,316.5377,0,0,0,0,0,0,
453,413.2148665815242,6.361344,,,,,,,,,,,0,0,0,0,0,0,0,0,0,834.95624,803.1327,761.2926,0,0,0,0,0,0,
454,137.0961466803645,6.3672442,,,,,,,,,,,0,0,0,0,0,0,0,0,0,437.1085,445.28723,444.48456,0,0,0,0,0,0,
455,224.09909935430662,6.3672442,,,,,,,,,,,0,0,0,0,0,0,0,0,0,372.98914,409.38187,508.1679,0,0,0,0,0,0,
456,467.1551528572921,6.373511,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761.38855,695.5286,660.9032,
457,301.10681639628115,6.3836274,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,709.6014,696.30945,786.71326,0,0,0,
458,463.15988845903604,6.3884025,,,,,,,,,,,0,0,0,193.75536,197.02443,171.01648,0,0,0,0,0,0,676.25574,590.7067,826.0531,0,0,0,
459,249.0756918401963,6.39205,,,,,,,,,,,0,0,0,266.59412,226.40807,265.61133,0,0,0,0,0,0,0,0,0,164.16434,179.31306,233.46075,
460,484.14787130938976,6.3923054,,,,,,,,,,,0,0,0,0,0,0,423.63254,373.6118,424.06985,0,0,0,0,0,0,0,0,0,
461,480.18585390027096,6.395411,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,611.2114,383.97275,510.42374,0,0,0,
462,175.14814700796475,6.400556,,,,,,,,,,,0,0,0,406.30917,244.61159,337.47107,0,0,0,830.26514,935.6081,860.3011,0,0,0,0,0,0,
463,290.18989747355187,6.4061112,,,,,,,,,,,0,0,0,0,0,0,232.49985,237.18335,260.8494,295.20135,288.54703,326.6311,0,0,0,0,0,0,
464,461.1436707107373,6.4363723,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,193.29694,166.89047,192.68338,0,0,0,
465,623.1965850845681,6.4401393,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1756.6633,1695.9686,1925.395,264.5553,249.97067,220.64403,
466,481.1342502040722,6.4555893,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717.316,646.50073,608.45416,
467,169.04896837476574,6.4597945,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,364.94366,358.1432,430.99942,0,0,0,
468,279.17056278625756,6.4674277,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.65094,532.5422,488.91736,
469,311.15726130242484,6.471489,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,694.8206,596.267,778.95544,0,0,0,
470,251.09139992297048,6.4810863,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,310.3755,268.17953,309.1547,424.77197,430.21075,395.3356,
471,300.1993701008211,6.50378,,,,,,,,,,,0,0,0,405.83163,408.48083,451.84238,375.48398,351.26352,457.17,468.63553,387.96332,428.32672,332.00967,523.5661,465.03967,453.1215,385.72684,410.0755,
472,329.1569835305509,6.5041504,,,,,,,,,,,0,0,0,501.37253,428.83643,425.25967,0,0,0,0,0,0,0,0,0,0,0,0,
473,227.16421893899368,6.5151887,,,,,,,,,,,0,0,0,0,0,0,305.46838,280.4749,258.37064,0,0,0,0,0,0,0,0,0,
474,175.0755147895215,6.529378,,,,,,,,,,,0,0,0,0,0,0,367.92188,323.00818,370.9406,212.38777,218.37404,224.36566,195.62024,192.73862,232.94212,0,0,0,
475,359.8353397747536,6.543955,,,,,,,,,,,0,0,0,308.45816,252.67299,246.92177,0,0,0,221.97362,213.21266,247.22237,0,0,0,289.71225,236.40816,245.92163,
476,458.22253470384686,6.5478983,,,,,,,,,,,0,0,0,396.08682,377.83762,356.5474,0,0,0,1067.1614,1007.9382,995.11743,0,0,0,789.6122,694.2872,722.41504,
477,305.81760764013495,6.547922,,,,,,,,,,,0,0,0,2977.4995,2620.819,2858.3662,0,0,0,7537.57,7733.3066,7860.969,0,0,0,5656.036,4865.842,4967.229,
478,365.1340500177823,6.5535393,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,234.74588,213.73767,321.9923,0,0,0,
479,301.1071427710869,6.5592837,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,459.3123,490.78247,595.96,0,0,0,
480,463.1595235658811,6.5651665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,677.9686,663.85144,859.9083,0,0,0,
481,373.1835588567808,6.579353,,,,,,,,,,,0,0,0,516.2328,420.07874,504.23563,0,0,0,342.77856,357.373,358.25027,0,0,0,0,0,0,
482,189.14869101303915,6.586,,,,,,,,,,,0,0,0,515.1295,510.91248,490.70758,0,0,0,0,0,0,0,0,0,0,0,0,
483,617.1473304798428,6.6003666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,794.4017,789.0663,867.73987,0,0,0,
484,317.06019725078653,6.606256,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,976.27844,1268.517,1427.1335,0,0,0,
485,595.1653256699643,6.606256,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6728.5967,6837.5527,7778.664,0,0,0,
486,633.14307750843,6.6093774,,,,,,,,,,,0,0,0,292.49234,266.79565,293.53326,0,0,0,0,0,0,0,0,0,0,0,0,
487,611.1608788446778,6.6125317,,,,,,,,,,,0,0,0,2509.6326,2277.623,2243.0923,896.29,744.7745,832.3975,0,0,0,0,0,0,1234.3649,1219.3376,1153.76,
488,465.10276231256785,6.619555,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.78883,191.91977,178.80373,
489,235.06002962246112,6.6295495,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,334.7819,294.70047,395.39304,0,0,0,
490,549.1588682927103,6.643889,,,,,,,,,,,0,0,0,0,0,0,197.77559,187.38472,159.79906,0,0,0,0,0,0,0,0,0,
491,215.07065476990553,6.645561,,,,,,,,,,,0,0,0,0,0,0,227.42256,235.14755,186.72572,0,0,0,216.21521,195.63422,233.44168,0,0,0,
492,417.11600607550633,6.654978,,,,,,,,,,,0,0,0,0,0,0,167.7012,183.60945,204.92719,290.00537,285.37408,336.5551,0,0,0,318.9079,353.93433,329.46774,
493,330.566094716063,6.6968613,,,,,,,,,,,0,0,0,382.25565,397.5163,462.06094,0,0,0,0,0,0,0,0,0,0,0,0,
494,581.1503183685205,6.6980643,,,,,,,,,,,0,0,0,18825.809,19268.29,18582.719,4406.2036,4210.88,4041.495,1400.8091,1484.466,1399.581,622.7656,713.10205,814.9107,12061.256,12310.539,12171.013,
495,339.57111526145695,6.7003164,,,,,,,,,,,0,0,0,807.3992,892.83014,995.4841,316.14612,383.5001,361.57938,0,0,0,0,0,0,542.24774,679.24,775.2758,
496,603.1320646535636,6.7081943,,,,,,,,,,,0,0,0,943.39886,998.27765,1045.9944,518.4514,488.3941,535.3564,0,0,0,0,0,0,798.98865,815.2171,878.2154,
497,600.1245158298178,6.708622,,,,,,,,,,,0,0,0,351.56058,367.8982,367.25928,0,0,0,0,0,0,0,0,0,0,0,0,
498,385.1837710173797,6.731833,,,,,,,,,,,0,0,0,0,0,0,285.45047,266.71423,309.342,0,0,0,0,0,0,0,0,0,
499,128.14331841519103,6.7465167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,573.57263,447.70166,613.6266,0,0,0,
500,369.1179678005956,6.7524223,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,516.64496,442.78485,555.02234,0,0,0,
